tempmax,tempmin,temp,dew,humidity,precip,windspeed,cloudcover,sealevelpressure,visibility,GDP,HEP,forest_percent,TP0_14,TP65_,TP15_64,population_density,UPR,Tourist_Arrivals,CO2,ISO_A0
-2.0417979,-0.3725862,0.20361099,-0.8589031,-5.089375,-5.097296,-0.5483315,-3.3923106,-2.1988146,-0.24264824,0.6559928,2.1169868,-0.02392507,1.1769089,-0.3551137,-13.380771,0.76739573,-0.42154095,-2.9379737,-1.9051558,KHM
-0.3648978,-0.32019803,0.5198702,0.12006454,0.5335553,0.9272297,-1.3960394,-0.2008088,-1.7768987,0.05775112,0.55015075,-2.342914,-0.8360141,-1.5387986,-1.0989949,2.8139927,-0.64617354,0.31307158,-20.59862,-1.663976,MYS
-1.3084459,0.3907141,0.6315823,-0.0997062,-1.8235989,-0.4933062,-0.6579333,0.26406214,-1.2730397,0.4294054,2.6898656,-0.34909415,-0.8841122,-0.5019535,0.53529614,5.21099,4.5193725,0.15316549,-1.242612,0.5731058,SGP
0.034054566,-0.6471546,-0.09081433,-0.034070354,0.27415162,1.7482301,1.8440865,0.8314773,-2.5190327,-1.0126314,-0.9652402,-1.2622261,4.074496,0.84939355,-1.4101903,-11.844993,-3.9287236,-0.5861174,-4.785084,1.3858138,LAO
1.1826808,2.8040524,1.7803329,2.500225,0.20566721,-2.0408995,0.4052577,0.55152905,7.039412,-0.44123876,9.208632,2.2988834,4.423126,-0.66182834,6.0159855,13.486375,1.2416896,0.07166725,2.5254698,2.7487507,VNM
0.24024867,-1.505368,0.27123082,0.25399685,2.734138,1.1721051,-4.419021,-1.7209,0.28710613,-0.69393754,1.6695405,-3.5196366,-2.1882231,-0.46422225,-0.111921385,-10.532546,-1.4718438,-0.5015819,4.2423635,1.4279041,MYS
0.7569894,0.05435326,-1.2478297,-1.0064555,-0.016541991,0.7961584,-2.2090473,0.5994339,-1.5030892,-0.6412136,2.257923,1.1482395,-0.2974008,1.9162574,0.93152004,-7.955622,-1.0494015,0.6050526,-5.6946473,-2.1689508,PHL
-3.5424433,-0.6236055,-0.19756685,0.13359985,1.6834191,0.92577106,-4.319998,-0.74457246,-1.3568194,-0.29172346,1.0486662,-5.8232675,-2.2357347,-0.37333223,-0.122016385,-12.278204,-3.0013714,0.25978044,2.2863228,0.16726051,MYS
-2.093573,-0.54906344,0.24661796,-0.587874,-3.4519048,-2.6790118,-1.5255305,-0.8405307,-1.6346188,0.22714515,-0.17800574,1.5115376,-0.71626735,-0.11284428,0.1355303,-13.929604,0.58085483,-0.35002533,-10.828044,-1.8778101,KHM
0.06452049,-0.31807256,0.68382376,0.12628369,-1.3762597,-3.2200494,-3.5108337,-2.5146797,-0.5428298,-1.4174494,0.9249154,-1.2818723,2.60164,-0.41233546,-0.47510347,-15.703331,-3.717268,0.8448278,-3.8845122,1.559588,LAO
-3.8966315,0.8558497,-0.7840768,0.69134295,-2.60324,1.2107381,-0.7948849,0.34904182,-2.51774,0.39592224,1.0118259,-2.9887254,-0.77462465,-0.8634687,-0.25821826,-17.986504,0.5783442,0.043926418,-6.3633614,-3.3843668,PHL
-0.27378392,-0.30803928,-0.23651384,0.67186546,2.2073104,1.0716286,5.078929,1.033542,-0.88023794,-0.12399862,-2.0585387,-3.2080333,-0.590696,-0.8937575,-3.2421563,-17.684717,-4.525735,-2.5252516,-7.8327346,2.311541,LAO
-1.2404809,0.7843166,0.56599647,-0.42082965,-3.6264384,-2.0368452,3.117712,-0.06620801,-1.1672511,0.48720008,1.9462134,1.9299015,-0.63813114,-0.22720389,0.09037644,-12.597534,0.20045465,0.1395476,-12.40242,-2.2536635,PHL
-0.60027766,-0.6838955,0.22003263,-0.1933349,-3.1832852,-3.1306932,-2.3713083,-2.0734487,-1.1796346,-1.5231208,-0.92052424,-1.4135771,2.1581466,-0.9230219,-1.2117217,-14.953326,-3.9255736,-0.89164096,-3.3575454,1.1661253,LAO
5.593125,1.8620354,2.997915,2.7455456,0.24258079,8.811695,0.27943626,0.5392202,-0.66119194,-0.83413386,28.060698,10.514371,1.8411801,0.925032,1.5058246,20.3795,1.6539625,0.02732955,30.821795,4.6893024,THA
-2.93644,0.34597933,-0.45417297,-0.22321391,-3.526033,-3.0518198,2.6797707,-0.1326749,6.0463,-0.07051578,-1.3380893,-0.6487034,-0.42804614,-1.8367178,-1.1061125,-18.362986,-4.3988204,-1.4070336,-5.100947,0.4463919,KHM
-7.12823,-0.66965765,-0.32245368,3.4581623,-7.284877,1.4704151,5.3295975,1.6061342,3.3274806,-1.1543992,13.75322,1.9404583,5.033821,0.8713038,1.5725211,-9.943085,0.55779535,2.1084118,-0.87759364,3.224122,LAO
0.52587014,-1.9016166,-0.025066534,-0.690555,-3.5129044,-4.648675,3.3102095,0.13603471,-2.0711303,-0.59428114,-0.52853316,2.0634296,-1.3728596,-0.5857201,-0.4288398,-16.009586,-5.7921615,-1.0649571,-3.1314378,-0.35020307,KHM
0.31888655,-1.7909255,-0.593105,-1.3762181,-0.5539921,1.4344366,-3.1120088,0.8755883,-2.0313404,-0.6187039,-1.7060567,-0.288344,0.36903477,-0.7967871,0.9172983,6.5046964,0.32769996,0.28921485,6.148797,-0.4490233,MYS
-1.9393394,6.0496354,0.2612837,-0.0729441,-0.8842253,-1.9143258,-1.9684625,-1.9276775,-1.1036986,1.3974053,3.1910033,1.232714,1.7684891,-0.51046664,2.2273738,2.9013977,4.5098634,0.3287923,3.8967738,1.0260087,SGP
-2.2333736,1.4563464,-0.29431123,0.32464993,-0.64976406,-1.9608021,-2.0984197,-1.1394391,-1.737513,-0.8433579,-0.95999885,-1.5196412,2.6144698,-1.3027232,-1.181877,-17.513603,-3.2886903,-0.9902279,-3.1506698,0.78566253,LAO
-2.339759,-0.60590065,-0.117220856,0.39288265,-2.358281,-1.6173829,3.4236295,-0.17319924,-1.494099,0.14675434,1.568434,-2.9945805,-0.69612396,-0.60898036,-0.29876903,-8.980424,-0.19880362,0.016629262,-14.497264,-3.0101116,PHL
-0.23941572,-0.37990925,1.2652564,0.274614,2.1088238,-0.17105377,-4.173519,1.2207807,-3.3080432,-0.6189761,5.1610317,4.4117994,-0.7076955,1.1061369,2.5608876,-8.908695,-1.6932399,0.08432343,2.2994676,0.38868895,KHM
-1.1979303,-2.6580904,-6.1740837,-2.234259,-0.4569326,-6.4024267,0.38093415,1.2839143,-1.5320572,-0.5483935,0.54478604,0.59095657,0.80524504,-1.1274918,2.6735008,3.0962756,0.91584116,-0.01980371,0.11485933,2.807092,VNM
-0.8178925,-0.39260882,0.15044542,-0.30086425,-1.1446843,-4.0693626,-1.5913402,0.17262894,-1.6030066,-0.57876426,-0.6872294,-1.9949466,-1.2961607,-0.47012705,-0.6384254,-11.500629,-4.3946834,-1.0438365,-3.814611,-1.9732741,KHM
0.12398605,-1.6708769,-0.18133631,1.1887269,0.9863,1.7239784,-4.9945908,-0.7937935,-3.4529686,-0.91246015,1.3636495,2.5750709,-0.59287286,-0.17395216,0.33923826,3.160995,0.4350195,0.30696803,4.596715,-0.083280556,MYS
0.25462848,0.8730112,0.37469092,-0.3935295,-0.45637956,1.622475,-1.4730238,0.69438964,-1.6683733,-1.9522012,2.464832,3.1814394,-0.28145084,0.64042866,2.024329,7.0978956,2.756781,0.38870278,-3.8341246,-0.7553856,SGP
-3.0899103,0.6372047,-1.0295151,-0.22142643,-2.4793565,1.7116508,1.0668163,-1.5507259,-2.6953702,0.526181,-2.689784,-1.0254606,0.14152807,-0.9051895,-2.9489539,0.08681852,-2.1109993,0.0666939,-20.342653,0.93199706,THA
1.5592654,-1.0080522,0.42283958,-0.73679453,0.6296676,2.189857,-0.12395761,2.591232,2.998201,0.44615558,4.201163,5.894163,5.247032,1.7652134,3.4565158,12.245856,1.4263309,2.0368645,11.850593,0.486706,MYS
-0.3799924,-0.240085,0.23497573,0.65152997,0.83353484,1.1187646,3.4423418,0.3886617,-1.2792317,-0.7446153,-2.3766327,-3.223024,-0.19974485,-0.65104586,-3.1705582,-18.243605,-4.2930756,-2.0361276,-6.2543817,2.0648901,LAO
0.30635765,1.3778753,0.3711724,-0.05110396,2.3713262,1.6537402,-0.04596542,0.04167464,0.6945009,-0.19020668,-3.519446,-0.19363312,-2.2090178,-5.6852093,0.1636045,1.3466394,0.13875532,-0.41504714,-5.475037,1.1372182,VNM
0.27102304,0.69016093,0.6769093,0.95296013,1.3792801,3.4061239,-4.209733,5.883238,-3.3766408,-0.39488766,-10.727941,-3.4053476,-0.3129815,-0.72960436,-0.31150565,6.1841784,0.72825325,-0.18376228,7.574947,1.1543111,THA
-0.9252282,-1.4864025,1.2093228,-0.23379119,-0.91945463,3.1970265,0.6617512,0.33895314,-0.22290671,0.0008499699,8.986887,2.0668287,3.2991328,-0.70324165,4.559395,13.391369,1.9057019,-0.017721508,1.9896817,4.431664,VNM
-1.6955538,-0.87394476,-0.70830977,1.1994191,4.204775,2.1262813,-7.34687,1.3687136,-0.82618695,0.35125485,4.2052608,-0.6899498,1.6807033,0.7077883,-0.72428846,-17.074839,-1.2584611,0.74751735,-4.8759184,3.5569167,LAO
-1.5038924,-4.285886,-6.2026224,-2.7983005,1.1834526,-2.6741886,-0.6634103,0.52124804,-1.8488518,-1.9878575,1.9806861,-0.25624543,-0.31473696,-0.75011736,2.6519833,2.3743389,1.1650134,0.120614775,-2.1548333,2.5248106,VNM
0.29382434,1.1388097,-0.10491605,1.8751322,2.1892686,2.2231026,5.3208356,0.06555591,2.4717586,0.47611365,-1.120256,0.29913118,5.249951,0.70982283,-1.5816373,-13.889113,-1.590293,-1.2878822,-7.680938,0.6839659,LAO
0.34751517,-0.20585081,0.7835883,-0.4878154,-4.3590617,-4.6622467,-2.5554924,-0.17762034,1.2875652,-0.829285,-1.0119891,-0.83830917,3.3989196,0.5285466,-1.0428644,-12.330688,-2.7646315,-1.7871873,-2.8895411,-0.23716621,LAO
-2.4432697,-0.8469899,-0.12753499,0.2967931,-1.062326,-1.9243801,4.1835403,0.4338305,4.29674,-0.44743973,-0.7305767,1.8300318,-0.8188557,-2.193155,-0.7214658,-16.423164,-4.023247,-1.5617598,-4.945229,0.272238,KHM
-0.7022639,-1.2787384,0.44216588,-0.5495073,-4.440771,-5.3090963,-1.1478472,-1.723935,-2.7850144,-0.3318273,0.8267987,2.1442692,-0.21725863,0.67870784,0.4262527,-14.892651,0.27717975,-0.5999845,-1.1844779,-1.5631677,KHM
-4.4476237,2.3482723,-1.4476856,1.977676,0.5017691,3.6965404,4.227122,1.360755,-0.737955,0.02262063,2.8737059,-1.846772,1.3255676,-0.07554554,-0.12803438,-1.4857432,3.1346173,0.40015525,-1.9823067,-0.8047135,PHL
-0.70667464,0.4793602,0.8506607,0.19169022,1.1666749,4.7459035,-0.052501105,-0.18671627,-1.429018,0.39859262,2.6557405,1.255055,-0.17133708,-0.6954117,0.22828403,-10.194711,-1.1531848,0.022239015,-1.8436499,-3.1634264,PHL
-3.7631428,5.6146383,-2.8240209,-0.72332895,-0.22957005,-0.13339114,-0.45910326,1.3120568,-4.3676124,1.0429884,3.2382805,9.448375,5.1721773,4.5092645,3.1145244,13.162326,4.073977,0.24453585,-9.7869425,1.2853911,SGP
13.1164055,-0.08373681,2.2545314,0.10771278,10.720556,2.9207416,-11.037892,3.1723547,-5.791943,12.252411,18.07239,4.1462035,5.560244,2.4591181,1.2624035,3.4810839,1.5152761,2.6366107,2.1705852,5.5963078,LAO
8.852023,-1.1878079,3.9259868,1.1814878,17.28343,2.1879463,10.695995,-0.520991,4.392508,-0.65614164,9.717702,5.3960643,10.936074,-0.050996102,7.8655796,14.864379,8.090858,2.8982282,4.738542,16.64832,LAO
-0.5381112,0.9622093,0.08605799,1.1465844,-1.0243493,1.5138581,1.6855751,1.0198514,-1.6468937,-0.2644554,2.2186108,2.2252152,-0.5300983,-0.3472728,-0.1232683,-11.961071,-0.08219076,-0.013127066,-18.909613,-3.2586675,PHL
-6.777189,1.8273652,-1.1173837,0.16707696,-4.0357966,3.0218184,0.009508614,-0.0034348478,-2.3988788,0.35684726,2.453939,0.88244325,4.260268,-0.16542679,1.0808626,-5.0677104,1.8644085,0.613837,0.22143134,3.1891997,PHL
1.9008703,-7.491836,-15.989135,-4.537739,1.2176507,-2.7632475,0.596095,-0.05721672,0.18322925,-5.0305247,7.8447123,3.5174298,0.46765175,1.3152549,4.137527,0.61933243,0.95872366,-0.32568058,-0.012522747,2.2628965,VNM
1.9076403,-0.6975512,-0.24382415,0.69681716,2.9120893,0.6090934,6.6542335,0.5796777,-2.4902163,-0.5041287,-0.3213938,-3.8111143,-1.9156454,-1.3978597,-1.0439279,-19.84717,-2.3908849,0.3221626,-13.910448,2.1551492,LAO
-2.184646,0.93977976,0.30632934,1.1860394,-1.3258826,-6.665725,5.3243947,-2.8886874,0.40147653,1.1781707,3.1115077,7.384868,5.5681543,5.1090074,0.9273699,-10.390605,2.868755,-0.36440662,1.5553925,0.5793409,KHM
-2.129509,-0.73343,0.0839289,0.5379444,3.4828806,-2.6634228,3.1887462,-0.28222212,1.2487583,-0.6411961,-5.583573,-3.5793903,-2.0709639,-2.4077907,-1.7445183,-8.282471,-3.5970206,-1.7784872,-3.9393744,-2.7475073,KHM
-1.2775606,-0.1449298,-0.15910332,-0.27922767,0.7578605,1.4918456,0.21434918,-0.5091534,-0.17223704,-0.10313693,1.0650724,-5.3248014,-0.27665707,-1.9375603,-5.288637,-3.3483646,-4.450149,0.050767787,-9.835326,-0.37589562,VNM
3.5630019,6.798612,1.2241355,0.7883336,-1.1960231,3.6808348,-0.7264437,1.5895762,1.8687863,2.934601,4.229898,9.913452,5.631154,1.2331318,3.902234,11.0677185,3.7200735,0.26840094,2.479248,11.516312,SGP
-0.65211254,-0.10788519,-0.14933282,0.3966432,2.4807699,-2.5686164,-2.6546962,0.4973064,1.0867953,-0.65577465,-0.117569156,0.3067581,-1.3857119,-1.2805136,0.78064865,-13.409209,-2.4338784,-1.6752554,-3.577202,-0.4915265,KHM
-0.04742112,-1.686057,0.4177611,-0.746633,-1.024443,-6.515117,-2.8322945,-0.16708183,-1.608934,1.4851621,-6.2110515,-3.7059524,-0.6124049,-1.5755277,-1.1561332,2.9518871,-0.2064825,0.012171627,5.4076114,0.5582112,THA
2.6687434,-1.3217794,0.3276728,0.8132241,3.0067482,-0.4424193,6.600598,-0.043055806,-2.928149,-0.42493522,-0.80447537,-1.9566002,-2.59178,-1.3413616,-0.682853,-17.354147,-2.4383852,0.40869364,-14.761796,1.9143645,LAO
3.0713956,0.27659076,0.68306077,0.19846231,5.4748216,2.3876522,7.2116737,0.9852181,6.778036,-2.7194111,22.887856,6.581009,4.3528852,8.72481,12.602331,10.438097,2.9064841,-0.2868923,10.73103,4.69809,VNM
-3.731532,-3.8879368,-0.3477709,-1.0614161,-4.1325073,-1.215456,4.7566094,0.19613133,1.9469975,1.3293326,4.6880355,5.3896785,0.4793685,-1.437441,1.6711899,-10.595216,-2.9078035,-0.8024759,-1.8659021,1.4105911,KHM
1.8546205,-1.007518,1.2797472,-1.1300676,-0.3991864,-5.5179687,-0.113008276,-0.21232228,2.49239,-0.3569521,1.5714008,-3.55953,0.39730054,1.1505212,-3.7851074,1.8298094,-6.1864514,-0.104001336,-4.25902,0.2577895,VNM
0.7476175,-1.784894,0.52253985,-1.4506086,-1.6330656,1.5861032,-0.23781152,0.59781307,-2.4353528,-1.060182,3.0391114,8.249671,3.6779974,0.7554345,2.4120371,7.0276747,2.8501341,-0.07651292,-0.1816071,5.374405,SGP
-1.8325026,1.226452,-0.06328208,0.9812654,-3.1258752,1.8431544,-2.066439,-0.026620895,-2.3218176,-1.6122543,0.05972286,-0.34203622,1.7722254,-0.11912341,-1.0269074,-23.925724,-3.2665076,0.25292438,-2.486083,1.4432083,LAO
-3.3697379,-1.0141988,0.06700158,-1.2442436,-2.526109,2.42599,-1.6497198,-1.632663,-3.430784,-1.484835,-2.1425996,-1.1703144,-0.14218797,-0.2882513,-0.98271847,7.417337,0.82868946,-0.11352254,5.556017,1.0316412,THA
0.7659288,-1.1451637,0.07807861,0.565628,0.13363442,2.810222,-1.735466,1.0271388,2.505105,0.26294044,1.9102786,5.2986164,4.4758034,0.8988095,3.4947777,9.6512985,1.9267795,1.8279719,11.432754,0.50670636,MYS
-4.277392,1.8423826,-0.16875237,1.9087946,-0.36583063,2.6036477,-4.2803464,-0.3225562,3.9650528,0.84037507,2.0140514,-1.4907255,1.5670109,-1.9384679,1.69683,1.3314598,-3.9423056,0.0660134,-2.8078535,0.6087333,VNM
0.27927935,0.20669694,0.17102364,0.8672869,4.2001634,-3.411518,-2.105239,0.1569952,-1.3858163,-0.12622619,-1.0710503,0.24677904,2.114409,-0.2307782,-0.5763508,-10.405281,0.96148163,-0.8487806,-5.2923303,-3.7408605,KHM
1.7032943,-2.1760604,1.6430516,-1.6273118,2.2837708,-4.566568,-1.6103001,1.0815797,-0.94884884,-0.43038177,2.2567787,-3.2646108,-0.15986747,1.1704187,-4.374744,-1.2401271,-3.599606,0.08201057,-5.2049985,1.4027903,VNM
0.91092616,-0.8451923,0.15722476,2.009069,3.0921698,2.9212422,-3.6326895,2.043367,1.9421738,-2.5328166,-0.8404868,1.1245054,0.77681017,1.0589737,0.5420994,3.0919185,0.96014977,-0.47696257,5.6680207,1.142706,THA
1.7422262,-1.0061207,-0.33840248,-1.4570836,-3.683279,-1.4841064,2.0414975,-0.13065039,2.5027647,-0.098221906,2.1310794,0.9096091,-0.7981981,-0.44031784,0.25259602,-7.5633435,-0.84319305,0.16955175,-2.0973191,-2.3354287,PHL
-3.6818361,1.4313835,1.0982741,2.2842927,-2.2616239,3.165622,-4.7709255,-0.9771192,5.070703,0.016762419,8.201558,1.4538757,4.5920362,-0.21718144,4.76027,12.051544,1.6937056,-0.037809767,4.348356,3.5164673,VNM
-2.8425434,-0.800221,-0.29259747,0.6313635,2.039064,-3.5152988,3.8424947,-0.081454664,-0.7042007,-0.8020444,-5.10063,-3.4522932,-1.6259538,-1.5370307,-1.8787664,-9.90946,-3.0883083,-1.1509897,-2.721466,-2.5128262,KHM
-0.0717928,-2.0723238,0.11909858,-0.69266635,-1.3641117,-2.335476,-3.142497,0.4842415,-0.3037445,-0.3930628,1.4217467,0.3082886,-0.14632054,-0.81158525,1.2160331,8.558215,0.4303561,0.35183224,7.3865447,0.011760094,MYS
-1.1709313,0.11582174,0.2271074,-0.6617529,-4.479222,-2.4460464,-1.2944471,-0.97003704,-1.4569312,-0.34591752,-0.034647726,-0.2640465,0.1382246,-0.18635297,0.3431942,-11.907325,0.39628482,-0.39367536,-13.99036,-2.038425,KHM
-1.9431204,-0.7027033,-0.3230144,-0.74964994,-6.374086,-4.240399,2.4925318,-2.0901942,-1.2995826,0.34212548,0.56425655,2.3692148,-0.4138652,-0.30149326,-0.4924166,-15.502919,-1.6763783,-0.6904251,-3.7381194,-0.24603188,KHM
-0.04896015,-0.49306074,-0.48336005,0.21988386,0.4757296,1.3238798,-2.8175626,-0.06428909,-2.3733704,0.07831261,-0.73798335,-4.8714046,-0.82431257,-0.7046148,-5.9159355,0.8743602,-0.87547463,0.24951169,-8.972725,-0.87759215,SGP
1.8708131,-1.1288663,-0.5299795,-1.2005966,-0.2336305,1.0213782,-1.0714763,0.03551935,-1.590057,0.107423894,0.75702906,-3.1945655,-1.1642408,-0.87946504,0.45251814,-6.233011,0.48078045,0.32264426,-17.089203,-2.0504768,PHL
0.81764776,-1.0669124,-0.06599249,-0.049420506,0.52901435,2.4529157,-2.7950923,-0.426289,-0.47536665,-0.14772141,0.2555381,2.6626449,2.3504863,0.37277988,0.79039705,7.064259,1.3697034,1.2947526,8.702339,0.74030274,MYS
1.1793357,-1.7424327,0.87678933,1.1168307,-0.7024595,2.5271544,6.116666,2.7829604,5.5826173,0.7072026,-1.9637882,-2.946863,-2.1900513,-0.295055,-1.9386255,1.2422531,0.9862844,0.13965297,-7.1335998,0.6829377,THA
0.1849059,2.090127,4.6551976,0.76535475,-2.3198028,4.0049195,10.186262,1.6812795,18.893864,1.2128456,4.2936573,11.8911,11.245055,11.760757,2.8766506,3.294001,4.7507114,1.0095052,5.678549,1.6289955,KHM
-3.3044217,0.83600533,-0.34174395,0.39502162,-0.9305705,-5.931629,-2.3322146,-2.0099535,-3.0023873,3.6328518,-2.3072531,1.1301059,-0.7929081,-1.3643799,-0.15875788,4.12053,0.04127151,-0.0710442,1.4269797,0.75857466,THA
0.51641047,-1.3872731,-0.47324535,-0.51242185,-2.5703416,-7.1581216,-2.48041,-1.0347754,-0.2516097,-1.6655792,-4.1354537,-0.17894562,-1.0063412,-0.73748153,-0.77619404,1.9620342,0.12062081,-0.07846111,2.3482153,0.98696184,THA
0.8818405,-1.0038757,0.7597329,-0.32039902,-0.5003665,-2.9083142,-0.3764868,0.21706976,-1.0280654,0.47366974,4.4769506,0.986086,0.33718655,0.23133719,1.5164651,-12.1683,-0.41742453,0.5790195,0.17471562,-1.8011547,PHL
1.3869207,-2.3888838,-1.3982718,0.94034123,1.3196958,1.4834937,-1.2161325,1.1723295,-3.9749258,1.8063114,4.465247,9.201694,4.1421175,1.2880409,2.56814,5.336905,3.2957354,-0.1165672,0.61762184,7.0537567,SGP
2.009107,-2.4738536,-1.1177623,-1.9298173,-0.3561271,-1.5126685,-0.7642516,0.118315235,1.0330522,-0.6609824,-4.392152,-0.8881263,-0.92926645,-1.7035232,0.38584,2.606329,0.4216284,-0.31422657,-4.4668036,1.4046167,VNM
-0.0060130786,-1.2815897,-0.3141038,-0.92145663,-4.0804415,-3.6564603,-1.8329413,2.1937463,-2.1759398,0.87403816,0.789015,2.646631,-0.2808211,-0.38140142,0.26369455,-14.853564,-1.9779595,-1.4915836,-3.439166,0.004936523,KHM
-2.7193635,1.3771099,-0.48624226,1.7000474,1.864846,1.9101535,-3.5890965,0.116638444,2.094438,0.46143624,0.97894514,-4.454659,-0.3222883,-0.2624644,-1.5295157,-3.8145695,-5.267678,-0.57331634,-5.387417,0.2421014,VNM
-0.9389084,1.4484365,0.7345868,-0.30538455,1.9422427,-3.6745949,1.3098829,-1.0161481,2.2940266,-0.6546011,1.0956479,-6.983012,-0.30272198,-0.86593974,-4.1590867,-6.747239,-4.637894,-0.51478773,-7.3917227,0.0025075013,VNM
0.37954476,-1.1482068,1.1413051,1.0127234,2.0025454,0.14680454,-1.3171238,-0.89156264,-1.6956406,0.65900767,1.5852209,3.1161087,1.745026,1.4871854,0.6378019,7.527178,1.2505581,1.5428636,5.6221843,1.0944746,MYS
-1.0270469,-1.8601402,-0.06878647,-0.661295,0.080312505,-2.6891098,3.264826,-0.6282688,-1.4848164,-2.0069277,-1.8032007,-0.7903164,2.215451,0.796034,-1.0327867,-14.716928,-2.3538601,-1.3329829,-6.749333,-0.105034485,LAO
-5.2050204,4.9065633,2.2115364,1.5517426,0.97386396,4.2908216,18.690454,2.9925086,1.2220006,3.981521,5.175814,6.0023017,1.6829265,2.0010767,1.4676087,23.335867,4.580984,-0.08934854,18.961199,3.0719402,THA
-0.663496,-1.6939951,0.91216505,1.4139405,2.5052893,2.778661,-1.5382408,1.136027,-0.22153875,-0.1188068,1.44861,3.2288136,2.2729864,0.47697103,0.88138986,1.9342786,1.4967113,0.29624563,2.7913308,3.1846936,THA
-0.78156924,-1.7713114,-0.7858602,-1.5713913,0.3878099,1.1100152,-2.8366678,0.9691071,-2.4941707,0.3308437,-2.1153865,-0.014648741,0.5502606,-0.5820711,0.8413997,5.9872665,0.89611393,-0.0012293089,6.317144,-0.31256995,MYS
-3.2054904,1.1464885,-0.15077631,2.6293707,1.4764673,1.2693053,-1.046587,1.082816,3.542872,-0.5950836,1.280871,-5.8828735,0.41053128,-0.3683731,-3.7873368,-1.8595217,-4.3547077,-0.0685934,-4.96541,0.5471385,VNM
2.0936751,-1.5002565,-0.24495453,-0.25941455,1.648451,1.0357957,-1.4942527,0.12926485,-1.566353,0.09299888,-6.914759,-2.2435453,-2.8209155,-2.200659,-4.5798817,-4.4648232,-0.40356165,0.28168863,-5.5497646,-0.7495113,SGP
-4.347078,1.0466179,-0.50691074,-0.20326038,-2.2343907,0.75567186,-1.17665,0.27468297,-1.568061,0.2980423,3.3946128,0.30078897,-0.133326,0.94597656,0.52547085,-10.924781,-0.12727094,-0.22370742,-4.0750966,-2.0327296,PHL
-0.1215116,-1.1193691,-0.059399117,-1.253131,-0.31554788,0.6499396,-1.5093454,-0.20870355,-2.2221134,0.60432446,0.8372806,-2.3273475,-0.5689464,-0.8365035,-0.8634465,2.1132421,-0.6023758,0.29698324,-19.460238,-1.9129921,MYS
0.59775174,-1.1562512,-0.10659688,1.0981591,1.7571384,0.17112435,-3.3922,0.2461571,-2.0846858,-0.3396554,-1.3647112,1.432403,0.010813342,-0.68882865,1.5123609,5.0238,0.52152467,0.5128716,3.4135463,0.6859003,MYS
-2.7989173,-0.2388528,0.09908854,-0.5263606,-1.6143354,-6.486869,-1.5842903,-1.3329917,-2.920584,-1.7746539,-5.7167315,-1.2928524,-0.7786985,-1.0052859,-1.0592443,3.2672226,0.06633273,-0.14108047,3.819199,0.49611264,THA
15.209453,0.010978173,-0.3775114,0.59228945,21.929272,1.2574303,17.0606,5.2113442,-0.32953146,14.733289,23.324543,8.177623,9.154419,5.3511095,2.1880696,17.158255,1.9167129,4.034454,12.437501,9.035244,LAO
3.2605658,-1.5513111,2.7630515,-1.2972633,-5.2964935,-3.0493183,3.1425054,0.4748035,-1.6679729,0.1055392,2.1471353,1.9102563,-0.42621773,-0.3842879,0.4439433,-9.226929,0.012572801,0.1736993,-13.13984,-2.7063453,PHL
0.49189326,-2.4700406,-0.22241923,-0.87364626,-0.29669282,3.6283927,-1.5537988,1.104799,-5.8762345,-0.51538557,0.18535213,-2.072587,1.127892,0.2567921,-1.1135585,9.809888,1.1289977,-0.015480379,2.2285216,1.5517827,THA
-2.0569105,-0.01324163,-1.0722195,0.2857594,-3.8878999,-1.7241993,4.7381682,2.8090143,6.614912,-0.6715838,-0.13098222,2.0989008,0.03501422,1.3907214,-0.29764122,-13.3463745,0.97160095,-0.5389128,-18.951668,-3.754445,KHM
-3.8138409,0.9392515,0.15481101,-0.1314781,-0.25353742,-3.4454153,-2.0177977,2.1158845,-2.6772218,-0.114897564,-1.283066,1.8910525,1.1001799,0.72636503,2.3121662,9.363591,0.2941487,0.433276,4.20192,0.17805623,MYS
-2.1018322,0.20063914,0.24432936,0.52355695,-1.6826712,-3.4366128,-1.8735462,0.6120685,-1.448623,-0.44230124,0.58107984,2.774206,-0.28073552,0.1245247,0.41933566,-17.349735,-2.7635655,-0.56006736,-3.3270242,0.14762072,KHM
-1.4434822,-0.16977735,-0.40460876,0.17654738,1.9288361,1.196816,-4.4721985,-0.8714002,-1.9017909,-0.7046538,2.1582289,-5.7677803,-3.1630373,-0.82669616,0.6011577,-11.944848,-3.595486,0.20402661,0.62926835,0.40194985,MYS
0.5337611,-1.6128218,-0.67614424,-2.1653957,-0.63481975,0.3915349,-3.624301,0.13951738,-3.0559833,-1.0364702,-2.1729436,0.9842191,0.51729214,-1.2015419,0.635691,6.015136,0.20797269,0.20708355,2.8259854,-0.44355923,MYS
1.4755543,-0.12675737,-0.14176008,0.94561887,3.0589952,2.2158048,4.1760244,0.6719241,1.9465219,-1.207654,-2.5702045,0.18365608,4.2068458,0.9889231,0.07196701,-9.58554,-3.0964923,-1.7059137,-1.5486969,-0.108352594,LAO
1.5719738,-0.65673023,0.7041569,-0.18321271,0.10361655,3.1885767,-2.5133364,0.58403087,-1.1867377,-0.048354097,0.04019305,0.15620045,0.80678725,-0.6784439,1.4702721,8.226089,0.62130815,0.7993388,7.8314404,0.10656951,MYS
