adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID
MALAYSIA,SABAH,NA,"MALAYSIA, SABAH",MYS,1901,MY-12,NA,2014/1/1,2014/12/31,2014,1456,Confirmed,Admin1,Year,MOH-MYS-2014-Y01-05
MALAYSIA,LABUAN,NA,"MALAYSIA, LABUAN",MYS,37336,MY-15,NA,2014/1/1,2014/12/31,2014,11,Confirmed,Admin1,Year,MOH-MYS-2014-Y01-05
MALAYSIA,PAHANG,NA,"MALAYSIA, PAHANG",MYS,1897,MY-06,NA,2014/1/1,2014/12/31,2014,2170,Confirmed,Admin1,Year,MOH-MYS-2014-Y01-05
MALAYSIA,KEDAH,NA,"MALAYSIA, KEDAH",MYS,1892,MY-02,NA,2014/1/1,2014/12/31,2014,1014,Confirmed,Admin1,Year,MOH-MYS-2014-Y01-05
MALAYSIA,MELAKA,NA,"MALAYSIA, MELAKA",MYS,1895,MY-04,NA,2014/1/1,2014/12/31,2014,2770,Confirmed,Admin1,Year,MOH-MYS-2014-Y01-05
MALAYSIA,SARAWAK,NA,"MALAYSIA, SARAWAK",MYS,1902,MY-13,NA,2014/1/1,2014/12/31,2014,2571,Confirmed,Admin1,Year,MOH-MYS-2014-Y01-05
MALAYSIA,KELANTAN,NA,"MALAYSIA, KELANTAN",MYS,1893,MY-03,NA,2014/1/1,2014/12/31,2014,14456,Confirmed,Admin1,Year,MOH-MYS-2014-Y01-05
VIET NAM,NA,NA,VIET NAM,VNM,1011447,VNM,NA,2014/1/1,2014/12/31,2014,29181,Total,Admin0,Year,
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/1/5,2014/1/11,2014,1930,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/1/12,2014/1/18,2014,2142,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/1/19,2014/1/25,2014,2252,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/1/26,2014/2/1,2014,2074,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/2/2,2014/2/8,2014,2204,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/2/9,2014/2/15,2014,2266,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/2/16,2014/2/22,2014,2485,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/2/23,2014/3/1,2014,2061,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/3/2,2014/3/8,2014,1630,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/3/9,2014/3/15,2014,1904,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/3/16,2014/3/22,2014,1698,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/3/23,2014/3/29,2014,1473,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/3/30,2014/4/5,2014,1137,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/4/6,2014/4/12,2014,1316,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/4/13,2014/4/19,2014,1261,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/4/20,2014/4/26,2014,980,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/4/27,2014/5/3,2014,1152,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/5/4,2014/5/10,2014,1282,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/5/11,2014/5/17,2014,1282,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/5/18,2014/5/24,2014,1618,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/5/25,2014/5/31,2014,1762,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/6/1,2014/6/7,2014,1577,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/6/8,2014/6/14,2014,1803,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/6/15,2014/6/21,2014,2036,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/6/22,2014/6/28,2014,2310,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/6/29,2014/7/5,2014,2146,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/7/6,2014/7/12,2014,2153,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/7/13,2014/7/19,2014,3146,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/7/20,2014/7/26,2014,2989,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/7/27,2014/8/2,2014,1818,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/8/3,2014/8/9,2014,2975,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/8/10,2014/8/16,2014,3071,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/8/17,2014/8/23,2014,2811,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/8/24,2014/8/30,2014,2476,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/8/31,2014/9/6,2014,2209,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/9/7,2014/9/13,2014,2291,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/9/14,2014/9/20,2014,1730,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/9/21,2014/9/27,2014,2299,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/9/28,2014/10/4,2014,2148,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/10/5,2014/10/11,2014,1826,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/10/12,2014/10/18,2014,2176,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/10/19,2014/10/25,2014,1936,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/10/26,2014/11/1,2014,2087,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/11/2,2014/11/8,2014,2019,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/11/9,2014/11/15,2014,2231,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/11/16,2014/11/22,2014,2430,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/11/23,2014/11/29,2014,2293,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/11/30,2014/12/6,2014,2437,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/12/7,2014/12/13,2014,2519,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/12/14,2014/12/20,2014,2951,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2014/12/21,2014/12/27,2014,2691,Total,Admin0,Week,WHOWPRO-ALL-2016-W01-03
MALAYSIA,KEDAH,NA,"MALAYSIA, KEDAH",MYS,1892,MY-02,NA,2015/1/1,2015/12/31,2015,1000,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,JOHOR,NA,"MALAYSIA, JOHOR",MYS,1891,MY-01,NA,2015/1/1,2015/12/31,2015,15743,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,PERAK,NA,"MALAYSIA, PERAK",MYS,1898,MY-08,NA,2015/1/1,2015/12/31,2015,9466,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,PULAU PINANG,NA,"MALAYSIA, PULAU PINANG",MYS,1900,MY-07,NA,2015/1/1,2015/12/31,2015,5830,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,SABAH,NA,"MALAYSIA, SABAH",MYS,1901,MY-12,NA,2015/1/1,2015/12/31,2015,2904,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,KELANTAN,NA,"MALAYSIA, KELANTAN",MYS,1893,MY-03,NA,2015/1/1,2015/12/31,2015,2850,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,LABUAN,NA,"MALAYSIA, LABUAN",MYS,37336,MY-15,NA,2015/1/1,2015/12/31,2015,2,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,PERLIS,NA,"MALAYSIA, PERLIS",MYS,1899,MY-09,NA,2015/1/1,2015/12/31,2015,258,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,SELANGOR,NA,"MALAYSIA, SELANGOR",MYS,1903,MY-10,NA,2015/1/1,2015/12/31,2015,63198,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,SARAWAK,NA,"MALAYSIA, SARAWAK",MYS,1902,MY-13,NA,2015/1/1,2015/12/31,2015,1923,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,MELAKA,NA,"MALAYSIA, MELAKA",MYS,1895,MY-04,NA,2015/1/1,2015/12/31,2015,2420,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,TERENGGANU,NA,"MALAYSIA, TERENGGANU",MYS,1904,MY-11,NA,2015/1/1,2015/12/31,2015,1455,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,KUALA LUMPUR,NA,"MALAYSIA, KUALA LUMPUR",MYS,1894,MY-14,NA,2015/1/1,2015/12/31,2015,8332,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,PAHANG,NA,"MALAYSIA, PAHANG",MYS,1897,MY-06,NA,2015/1/1,2015/12/31,2015,3001,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
MALAYSIA,NEGERI SEMBILAN,NA,"MALAYSIA, NEGERI SEMBILAN",MYS,1896,MY-05,NA,2015/1/1,2015/12/31,2015,2454,Confirmed,Admin1,Year,MOH-MYS-2015-Y01-06
THAILAND,NA,NA,"THAILAND, BANGKOK",THA,2853,TH-10,NA,2014/1/1,2014/12/31,2014,23170,Suspected and confirmed,Admin0,Year,
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/1/4,2015/1/10,2015,2629,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/1/11,2015/1/17,2015,2922,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/1/18,2015/1/24,2015,2962,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/1/25,2015/1/31,2015,3524,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/2/1,2015/2/7,2015,3057,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/2/8,2015/2/14,2015,3335,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/2/15,2015/2/21,2015,2979,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/2/22,2015/2/28,2015,2670,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/3/1,2015/3/7,2015,2646,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/3/8,2015/3/14,2015,2290,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/3/15,2015/3/21,2015,2021,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/3/22,2015/3/28,2015,1657,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/3/29,2015/4/4,2015,1634,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/4/5,2015/4/11,2015,1571,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/4/12,2015/4/18,2015,1357,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/4/19,2015/4/25,2015,1468,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/4/26,2015/5/2,2015,1524,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/5/3,2015/5/9,2015,1476,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/5/10,2015/5/16,2015,1698,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/5/17,2015/5/23,2015,1959,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/5/24,2015/5/30,2015,2070,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/5/31,2015/6/6,2015,2229,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/6/7,2015/6/13,2015,2166,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/6/14,2015/6/20,2015,2364,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/6/21,2015/6/27,2015,2728,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/6/28,2015/7/4,2015,2839,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/7/5,2015/7/11,2015,3290,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/7/12,2015/7/18,2015,2760,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/7/19,2015/7/25,2015,2547,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/7/26,2015/8/1,2015,2768,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/8/2,2015/8/8,2015,2594,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/8/9,2015/8/15,2015,2547,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/8/16,2015/8/22,2015,2460,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/8/23,2015/8/29,2015,2429,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/8/30,2015/9/5,2015,2239,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/9/6,2015/9/12,2015,2627,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/9/13,2015/9/19,2015,2334,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/9/20,2015/9/26,2015,1938,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/9/27,2015/10/3,2015,2089,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/10/4,2015/10/10,2015,2271,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/10/11,2015/10/17,2015,2153,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/10/18,2015/10/24,2015,2319,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/10/25,2015/10/31,2015,2169,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/11/1,2015/11/7,2015,2153,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/11/8,2015/11/14,2015,2122,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/11/15,2015/11/21,2015,2201,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/11/22,2015/11/28,2015,2090,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/11/29,2015/12/5,2015,2122,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/12/6,2015/12/12,2015,2241,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/12/13,2015/12/19,2015,2392,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/12/20,2015/12/26,2015,2447,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2015/12/27,2016/1/2,2015,2542,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,KEDAH,NA,"MALAYSIA, KEDAH",MYS,1892,MY-02,NA,2016/1/1,2016/12/31,2016,994,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,KELANTAN,NA,"MALAYSIA, KELANTAN",MYS,1893,MY-03,NA,2016/1/1,2016/12/31,2016,6180,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,PULAU PINANG,NA,"MALAYSIA, PULAU PINANG",MYS,1900,MY-07,NA,2016/1/1,2016/12/31,2016,2576,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,KUALA LUMPUR,NA,"MALAYSIA, KUALA LUMPUR",MYS,1894,MY-14,NA,2016/1/1,2016/12/31,2016,8663,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,PERAK,NA,"MALAYSIA, PERAK",MYS,1898,MY-08,NA,2016/1/1,2016/12/31,2016,3777,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,SABAH,NA,"MALAYSIA, SABAH",MYS,1901,MY-12,NA,2016/1/1,2016/12/31,2016,3668,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,PAHANG,NA,"MALAYSIA, PAHANG",MYS,1897,MY-06,NA,2016/1/1,2016/12/31,2016,3050,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,SELANGOR,NA,"MALAYSIA, SELANGOR",MYS,1903,MY-10,NA,2016/1/1,2016/12/31,2016,51652,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,TERENGGANU,NA,"MALAYSIA, TERENGGANU",MYS,1904,MY-11,NA,2016/1/1,2016/12/31,2016,2009,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,SARAWAK,NA,"MALAYSIA, SARAWAK",MYS,1902,MY-13,NA,2016/1/1,2016/12/31,2016,2773,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,MELAKA,NA,"MALAYSIA, MELAKA",MYS,1895,MY-04,NA,2016/1/1,2016/12/31,2016,2326,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,LABUAN,NA,"MALAYSIA, LABUAN",MYS,37336,MY-15,NA,2016/1/1,2016/12/31,2016,13,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,PERLIS,NA,"MALAYSIA, PERLIS",MYS,1899,MY-09,NA,2016/1/1,2016/12/31,2016,183,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,NEGERI SEMBILAN,NA,"MALAYSIA, NEGERI SEMBILAN",MYS,1896,MY-05,NA,2016/1/1,2016/12/31,2016,2852,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
MALAYSIA,JOHOR,NA,"MALAYSIA, JOHOR",MYS,1891,MY-01,NA,2016/1/1,2016/12/31,2016,10641,Confirmed,Admin1,Year,MOH-MYS-2016-Y01-07
CAMBODIA,NA,NA,CAMBODIA,KHM,44,KHM,NA,2015/1/1,2015/12/31,2015,15412,Total,Admin0,Year,LITERATURE-ALL-20112019-Y01-02
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/1/3,2016/1/9,2016,3318,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/1/10,2016/1/16,2016,3492,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/1/17,2016/1/23,2016,3642,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/1/24,2016/1/30,2016,3326,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/1/31,2016/2/6,2016,3310,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/2/7,2016/2/13,2016,2567,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/2/14,2016/2/20,2016,2772,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/2/21,2016/2/27,2016,2906,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/2/29,2016/3/5,2016,2709,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
MALAYSIA,NA,NA,MALAYSIA,MYS,153,MYS,NA,2016/3/6,2016/3/12,2016,2550,Confirmed,Admin0,Week,WHOWPRO-ALL-2017-W01-01
